-400.0000	2.53377e-31
-396.3636	0.000403356
-392.7273	0.000591847
-389.0909	0.00077082
-385.4545	0.00092105
-381.8182	0.00104215
-378.1818	0.00118836
-374.5455	0.00132324
-370.9091	0.00148302
-367.2727	0.00161346
-363.6364	0.00175072
-360.0000	0.00189494
-356.3636	0.00204623
-352.7273	0.00220479
-349.0909	0.0023707
-345.4545	0.00254402
-341.8182	0.00272503
-338.1818	0.00287785
-334.5455	0.00307529
-330.9091	0.003263
-327.2727	0.00347773
-323.6364	0.00366566
-320.0000	0.00389957
-316.3636	0.00412574
-312.7273	0.00434485
-309.0909	0.00459372
-305.4545	0.00487302
-301.8182	0.00512956
-298.1818	0.00541805
-294.5455	0.00570365
-290.9091	0.00602317
-287.2727	0.00634174
-283.6364	0.0066965
-280.0000	0.00705233
-276.3636	0.00744655
-272.7273	0.00784392
-269.0909	0.0082819
-265.4545	0.0087252
-261.8182	0.0092113
-258.1818	0.0097049
-254.5455	0.0102072
-250.9091	0.0107734
-247.2727	0.0113498
-243.6364	0.0119737
-240.0000	0.0126098
-236.3636	0.0132589
-232.7273	0.0139763
-229.0909	0.0147086
-225.4545	0.0154565
-221.8182	0.0162753
-218.1818	0.0171112
-214.5455	0.0179652
-210.9091	0.0188931
-207.2727	0.0198417
-203.6364	0.0208116
-200.0000	0.0218579
-196.3636	0.0229093
-192.7273	0.0240217
-189.0909	0.0251583
-185.4545	0.0263753
-181.8182	0.0275993
-178.1818	0.0288863
-174.5455	0.0301984
-170.9091	0.031591
-167.2727	0.0329881
-163.6364	0.0344429
-160.0000	0.0359172
-156.3636	0.0374606
-152.7273	0.0389997
-149.0909	0.0405817
-145.4545	0.0421656
-141.8182	0.0437647
-138.1818	0.0454071
-134.5455	0.0470128
-130.9091	0.0486118
-127.2727	0.0502138
-123.6364	0.051774
-120.0000	0.0533023
-116.3636	0.0548272
-112.7273	0.0562693
-109.0909	0.0576594
-105.4545	0.0590051
-101.8182	0.0602673
-98.1818	0.0614609
-94.5455	0.0625791
-90.9091	0.0636576
-87.2727	0.064624
-83.6364	0.0655138
-80.0000	0.0663288
-76.3636	0.0670706
-72.7273	0.0677609
-69.0909	0.0683676
-65.4545	0.068911
-61.8182	0.0694
-58.1818	0.069837
-54.5455	0.070228
-50.9091	0.070614
-47.2727	0.070928
-43.6364	0.071209
-40.0000	0.07146
-36.3636	0.071686
-32.7273	0.07189
-29.0909	0.072071
-25.4545	0.07223
-21.8182	0.072366
-18.1818	0.072482
-14.5455	0.07258
-10.9091	0.072656
-7.2727	0.072711
-3.6364	0.072745
0.0000	0.072756
3.6364	0.072745
7.2727	0.072711
10.9091	0.072656
14.5455	0.07258
18.1818	0.072482
21.8182	0.072366
25.4545	0.07223
29.0909	0.072071
32.7273	0.07189
36.3636	0.071686
40.0000	0.07146
43.6364	0.071209
47.2727	0.070928
50.9091	0.070614
54.5455	0.070228
58.1818	0.069837
61.8182	0.0694
65.4545	0.068911
69.0909	0.0683676
72.7273	0.0677609
76.3636	0.0670706
80.0000	0.0663288
83.6364	0.0655138
87.2727	0.064624
90.9091	0.0636576
94.5455	0.0625791
98.1818	0.0614609
101.8182	0.0602673
105.4545	0.0590051
109.0909	0.0576594
112.7273	0.0562693
116.3636	0.0548272
120.0000	0.0533023
123.6364	0.051774
127.2727	0.0502138
130.9091	0.0486118
134.5455	0.0470128
138.1818	0.0454071
141.8182	0.0437647
145.4545	0.0421656
149.0909	0.0405817
152.7273	0.0389997
156.3636	0.0374606
160.0000	0.0359172
163.6364	0.0344429
167.2727	0.0329881
170.9091	0.031591
174.5455	0.0301984
178.1818	0.0288863
181.8182	0.0275993
185.4545	0.0263753
189.0909	0.0251583
192.7273	0.0240217
196.3636	0.0229093
200.0000	0.0218579
203.6364	0.0208116
207.2727	0.0198417
210.9091	0.0188931
214.5455	0.0179652
218.1818	0.0171112
221.8182	0.0162753
225.4545	0.0154565
229.0909	0.0147086
232.7273	0.0139763
236.3636	0.0132589
240.0000	0.0126098
243.6364	0.0119737
247.2727	0.0113498
250.9091	0.0107734
254.5455	0.0102072
258.1818	0.0097049
261.8182	0.0092113
265.4545	0.0087252
269.0909	0.0082819
272.7273	0.00784392
276.3636	0.00744655
280.0000	0.00705233
283.6364	0.0066965
287.2727	0.00634174
290.9091	0.00602317
294.5455	0.00570365
298.1818	0.00541805
301.8182	0.00512956
305.4545	0.00487302
309.0909	0.00459372
312.7273	0.00434485
316.3636	0.00412574
320.0000	0.00389957
323.6364	0.00366566
327.2727	0.00347773
330.9091	0.003263
334.5455	0.00307529
338.1818	0.00287785
341.8182	0.00272503
345.4545	0.00254402
349.0909	0.0023707
352.7273	0.00220479
356.3636	0.00204623
360.0000	0.00189494
363.6364	0.00175072
367.2727	0.00161346
370.9091	0.00148302
374.5455	0.00132324
378.1818	0.00118836
381.8182	0.00104215
385.4545	0.00092105
389.0909	0.00077082
392.7273	0.000591847
396.3636	0.000403356
400.0000	2.53377e-31
