-400.0000	1.578224e-05
-396.3636	1.931938e-05
-392.7273	2.356442e-05
-389.0909	2.863557e-05
-385.4545	3.46723e-05
-381.8182	4.18296e-05
-378.1818	5.02815e-05
-374.5455	6.02302e-05
-370.9091	7.18984e-05
-367.2727	8.55365e-05
-363.6364	0.0001014272
-360.0000	0.0001198846
-356.3636	0.0001412611
-352.7273	0.0001659412
-349.0909	0.0001943569
-345.4545	0.0002269857
-341.8182	0.000264353
-338.1818	0.000307019
-334.5455	0.000355625
-330.9091	0.000410856
-327.2727	0.00047345
-323.6364	0.000544246
-320.0000	0.000624101
-316.3636	0.000713981
-312.7273	0.000814893
-309.0909	0.000927952
-305.4545	0.001054333
-301.8182	0.00119531
-298.1818	0.001352199
-294.5455	0.001526432
-290.9091	0.00171953
-287.2727	0.00193307
-283.6364	0.00216874
-280.0000	0.00242825
-276.3636	0.00271342
-272.7273	0.00302626
-269.0909	0.00336866
-265.4545	0.00374256
-261.8182	0.00415013
-258.1818	0.00459351
-254.5455	0.00507482
-250.9091	0.0055963
-247.2727	0.00616009
-243.6364	0.0067683
-240.0000	0.00742309
-236.3636	0.00812673
-232.7273	0.0088811
-229.0909	0.0096883
-225.4545	0.0105499
-221.8182	0.0114679
-218.1818	0.0124439
-214.5455	0.013479
-210.9091	0.0145744
-207.2727	0.0157313
-203.6364	0.0169499
-200.0000	0.0182308
-196.3636	0.0195742
-192.7273	0.0209785
-189.0909	0.0224442
-185.4545	0.0239701
-181.8182	0.0255539
-178.1818	0.0271938
-174.5455	0.0288874
-170.9091	0.0306305
-167.2727	0.0324202
-163.6364	0.0342531
-160.0000	0.0361234
-156.3636	0.0380257
-152.7273	0.0399552
-149.0909	0.0419053
-145.4545	0.0438691
-141.8182	0.0458407
-138.1818	0.0478115
-134.5455	0.0497741
-130.9091	0.0517193
-127.2727	0.0536422
-123.6364	0.0555312
-120.0000	0.0573796
-116.3636	0.0591785
-112.7273	0.0609209
-109.0909	0.0625991
-105.4545	0.0642048
-101.8182	0.0657315
-98.1818	0.0671735
-94.5455	0.0685256
-90.9091	0.0697832
-87.2727	0.0709425
-83.6364	0.0719998
-80.0000	0.0729553
-76.3636	0.0738073
-72.7273	0.0745577
-69.0909	0.0752064
-65.4545	0.075758
-61.8182	0.0762167
-58.1818	0.0765857
-54.5455	0.0768725
-50.9091	0.0770836
-47.2727	0.0772269
-43.6364	0.0773101
-40.0000	0.0773426
-36.3636	0.077332
-32.7273	0.0772896
-29.0909	0.0772228
-25.4545	0.0771413
-21.8182	0.0770517
-18.1818	0.0769617
-14.5455	0.0768785
-10.9091	0.07680823
-7.2727	0.07675475
-3.6364	0.076721405
0.0000	0.0767092
3.6364	0.076721405
7.2727	0.07675475
10.9091	0.07680823
14.5455	0.0768785
18.1818	0.0769617
21.8182	0.0770517
25.4545	0.0771413
29.0909	0.0772228
32.7273	0.0772896
36.3636	0.077332
40.0000	0.0773426
43.6364	0.0773101
47.2727	0.0772269
50.9091	0.0770836
54.5455	0.0768725
58.1818	0.0765857
61.8182	0.0762167
65.4545	0.075758
69.0909	0.0752064
72.7273	0.0745577
76.3636	0.0738073
80.0000	0.0729553
83.6364	0.0719998
87.2727	0.0709425
90.9091	0.0697832
94.5455	0.0685256
98.1818	0.0671735
101.8182	0.0657315
105.4545	0.0642048
109.0909	0.0625991
112.7273	0.0609209
116.3636	0.0591785
120.0000	0.0573796
123.6364	0.0555312
127.2727	0.0536422
130.9091	0.0517193
134.5455	0.0497741
138.1818	0.0478115
141.8182	0.0458407
145.4545	0.0438691
149.0909	0.0419053
152.7273	0.0399552
156.3636	0.0380257
160.0000	0.0361234
163.6364	0.0342531
167.2727	0.0324202
170.9091	0.0306305
174.5455	0.0288874
178.1818	0.0271938
181.8182	0.0255539
185.4545	0.0239701
189.0909	0.0224442
192.7273	0.0209785
196.3636	0.0195742
200.0000	0.0182308
203.6364	0.0169499
207.2727	0.0157313
210.9091	0.0145744
214.5455	0.013479
218.1818	0.0124439
221.8182	0.0114679
225.4545	0.0105499
229.0909	0.0096883
232.7273	0.0088811
236.3636	0.00812673
240.0000	0.00742309
243.6364	0.0067683
247.2727	0.00616009
250.9091	0.0055963
254.5455	0.00507482
258.1818	0.00459351
261.8182	0.00415013
265.4545	0.00374256
269.0909	0.00336866
272.7273	0.00302626
276.3636	0.00271342
280.0000	0.00242825
283.6364	0.00216874
287.2727	0.00193307
290.9091	0.00171953
294.5455	0.001526432
298.1818	0.001352199
301.8182	0.00119531
305.4545	0.001054333
309.0909	0.000927952
312.7273	0.000814893
316.3636	0.000713981
320.0000	0.000624101
323.6364	0.000544246
327.2727	0.00047345
330.9091	0.000410856
334.5455	0.000355625
338.1818	0.000307019
341.8182	0.000264353
345.4545	0.0002269857
349.0909	0.0001943569
352.7273	0.0001659412
356.3636	0.0001412611
360.0000	0.0001198846
363.6364	0.0001014272
367.2727	8.55365e-05
370.9091	7.18984e-05
374.5455	6.02302e-05
378.1818	5.02815e-05
381.8182	4.18296e-05
385.4545	3.46723e-05
389.0909	2.863557e-05
392.7273	2.356442e-05
396.3636	1.931938e-05
400.0000	1.578224e-05
