 12O 2plus1 JacobiT correlations

 50 x 50 matrix of 2d correlation, where bottom left is cosTheta=-1, Epp/Etotal = 0
 and top right is cosTheta=1, Epp/Etotal = 1
0 2 1 1 1 4 3 8 11 13 13 25 32 30 44 61 63 72 72 106 104 124 113 126 124 124 126 113 124 104 106 72 72 63 61 44 30 32 25 13 13 11 8 3 4 1 1 1 2 0 
1 1 0 2 2 3 2 6 4 12 17 23 27 38 40 46 78 85 91 104 106 111 118 97 126 126 97 118 111 106 104 91 85 78 46 40 38 27 23 17 12 4 6 2 3 2 2 0 1 1 
0 0 2 0 1 2 7 4 7 11 9 19 21 30 30 44 75 89 77 95 99 122 110 108 114 114 108 110 122 99 95 77 89 75 44 30 30 21 19 9 11 7 4 7 2 1 0 2 0 0 
1 1 4 5 6 3 4 8 5 13 10 14 20 31 45 45 71 70 78 101 103 92 115 103 96 96 103 115 92 103 101 78 70 71 45 45 31 20 14 10 13 5 8 4 3 6 5 4 1 1 
0 2 4 1 3 1 8 5 10 9 16 19 30 41 39 42 67 77 70 96 110 96 110 104 109 109 104 110 96 110 96 70 77 67 42 39 41 30 19 16 9 10 5 8 1 3 1 4 2 0 
1 2 3 0 3 5 6 10 7 11 18 16 31 43 51 47 60 67 78 94 99 109 119 112 96 96 112 119 109 99 94 78 67 60 47 51 43 31 16 18 11 7 10 6 5 3 0 3 2 1 
0 1 0 3 0 5 4 10 7 13 18 28 22 33 57 56 61 59 86 104 115 96 102 119 102 102 119 102 96 115 104 86 59 61 56 57 33 22 28 18 13 7 10 4 5 0 3 0 1 0 
0 0 1 2 6 4 6 6 8 14 24 20 33 37 55 60 61 69 60 83 95 96 117 110 108 108 110 117 96 95 83 60 69 61 60 55 37 33 20 24 14 8 6 6 4 6 2 1 0 0 
2 0 2 3 6 5 6 11 9 11 18 23 28 34 42 58 44 70 58 90 88 98 92 103 101 101 103 92 98 88 90 58 70 44 58 42 34 28 23 18 11 9 11 6 5 6 3 2 0 2 
3 1 2 2 5 3 11 6 9 17 13 29 38 39 52 35 52 55 73 72 87 114 102 95 107 107 95 102 114 87 72 73 55 52 35 52 39 38 29 13 17 9 6 11 3 5 2 2 1 3 
0 1 3 2 5 4 6 14 15 27 25 23 31 44 56 59 66 66 67 84 82 101 93 83 92 92 83 93 101 82 84 67 66 66 59 56 44 31 23 25 27 15 14 6 4 5 2 3 1 0 
4 4 1 5 6 7 7 16 20 13 19 39 32 29 29 52 60 72 64 76 81 82 70 95 84 84 95 70 82 81 76 64 72 60 52 29 29 32 39 19 13 20 16 7 7 6 5 1 4 4 
3 1 3 4 5 3 10 15 16 23 17 35 30 42 50 48 61 62 79 68 74 72 82 89 78 78 89 82 72 74 68 79 62 61 48 50 42 30 35 17 23 16 15 10 3 5 4 3 1 3 
3 4 8 5 11 12 13 14 19 28 18 29 43 48 49 48 57 62 58 64 78 64 80 79 77 77 79 80 64 78 64 58 62 57 48 49 48 43 29 18 28 19 14 13 12 11 5 8 4 3 
5 7 8 7 12 9 20 12 20 15 27 32 33 31 50 39 49 61 66 65 82 80 71 81 68 68 81 71 80 82 65 66 61 49 39 50 31 33 32 27 15 20 12 20 9 12 7 8 7 5 
3 10 7 6 11 17 17 25 18 23 26 35 35 45 36 40 48 57 60 54 73 72 67 64 73 73 64 67 72 73 54 60 57 48 40 36 45 35 35 26 23 18 25 17 17 11 6 7 10 3 
8 8 7 13 15 11 17 20 22 42 21 25 35 43 42 45 55 50 47 43 74 45 68 55 63 63 55 68 45 74 43 47 50 55 45 42 43 35 25 21 42 22 20 17 11 15 13 7 8 8 
13 14 15 22 12 18 24 18 34 30 37 41 36 40 50 40 53 51 52 45 69 46 57 68 66 66 68 57 46 69 45 52 51 53 40 50 40 36 41 37 30 34 18 24 18 12 22 15 14 13 
8 7 17 17 18 17 30 21 19 32 26 27 33 34 36 46 46 46 51 44 58 44 49 51 52 52 51 49 44 58 44 51 46 46 46 36 34 33 27 26 32 19 21 30 17 18 17 17 7 8 
14 16 14 18 16 28 22 23 20 26 26 29 32 34 42 42 36 45 41 32 47 42 44 34 37 37 34 44 42 47 32 41 45 36 42 42 34 32 29 26 26 20 23 22 28 16 18 14 16 14 
15 15 16 21 17 21 21 20 26 19 23 30 25 30 25 36 22 28 33 29 27 28 31 37 31 31 37 31 28 27 29 33 28 22 36 25 30 25 30 23 19 26 20 21 21 17 21 16 15 15 
19 17 14 18 17 12 12 8 19 8 13 15 20 14 16 23 21 13 19 14 22 23 12 18 16 16 18 12 23 22 14 19 13 21 23 16 14 20 15 13 8 19 8 12 12 17 18 14 17 19 
