 12O 2plus1 JacobiT correlations

 50 x 50 matrix of 2d correlation, where bottom left is cosTheta=-1, Epp/Etotal = 0
 and top right is cosTheta=1, Epp/Etotal = 1
4 5 2 5 8 5 5 0 7 4 1 1 3 6 3 6 5 4 5 2 3 5 5 7 5 5 7 5 5 3 2 5 4 5 6 3 6 3 1 1 4 7 0 5 5 8 5 2 5 4 
26 39 34 27 24 21 20 29 25 33 24 27 16 17 25 11 23 20 24 15 15 17 11 11 12 12 11 11 17 15 15 24 20 23 11 25 17 16 27 24 33 25 29 20 21 24 27 34 39 26 
44 42 44 55 50 57 44 57 47 34 47 42 27 31 23 27 32 24 21 28 31 13 16 23 21 21 23 16 13 31 28 21 24 32 27 23 31 27 42 47 34 47 57 44 57 50 55 44 42 44 
42 40 46 40 56 59 74 57 76 70 70 60 41 51 43 48 45 39 37 30 26 31 25 26 31 31 26 25 31 26 30 37 39 45 48 43 51 41 60 70 70 76 57 74 59 56 40 46 40 42 
22 40 35 39 56 60 58 84 77 91 86 65 72 68 49 47 42 49 35 43 27 22 35 29 23 23 29 35 22 27 43 35 49 42 47 49 68 72 65 86 91 77 84 58 60 56 39 35 40 22 
28 30 26 30 33 49 57 60 81 81 67 99 105 72 68 41 46 38 43 35 33 31 19 29 27 27 29 19 31 33 35 43 38 46 41 68 72 105 99 67 81 81 60 57 49 33 30 26 30 28 
23 23 26 28 39 26 36 56 71 77 92 84 83 80 79 67 60 43 54 48 45 27 31 30 21 21 30 31 27 45 48 54 43 60 67 79 80 83 84 92 77 71 56 36 26 39 28 26 23 23 
18 15 14 16 21 21 29 41 37 71 74 112 105 87 65 78 49 53 43 31 40 24 24 27 22 22 27 24 24 40 31 43 53 49 78 65 87 105 112 74 71 37 41 29 21 21 16 14 15 18 
8 10 15 9 19 21 23 27 31 64 59 94 79 100 95 82 72 45 57 41 26 36 22 23 16 16 23 22 36 26 41 57 45 72 82 95 100 79 94 59 64 31 27 23 21 19 9 15 10 8 
8 12 15 7 19 24 21 25 26 42 53 74 80 108 94 98 77 52 48 44 32 33 24 24 25 25 24 24 33 32 44 48 52 77 98 94 108 80 74 53 42 26 25 21 24 19 7 15 12 8 
2 7 10 7 19 18 25 19 27 42 46 65 61 91 86 101 65 61 49 46 37 38 33 17 17 17 17 33 38 37 46 49 61 65 101 86 91 61 65 46 42 27 19 25 18 19 7 10 7 2 
0 1 9 9 12 14 15 14 19 37 45 51 82 86 113 82 78 65 46 33 38 32 25 28 26 26 28 25 32 38 33 46 65 78 82 113 86 82 51 45 37 19 14 15 14 12 9 9 1 0 
3 3 3 9 10 10 13 13 33 19 40 49 63 103 100 90 71 74 50 40 38 38 21 29 28 28 29 21 38 38 40 50 74 71 90 100 103 63 49 40 19 33 13 13 10 10 9 3 3 3 
2 3 8 8 12 12 21 14 18 22 29 58 45 73 94 103 88 88 60 57 38 34 29 26 20 20 26 29 34 38 57 60 88 88 103 94 73 45 58 29 22 18 14 21 12 12 8 8 3 2 
2 4 2 7 6 10 12 16 20 18 31 32 67 84 83 101 90 70 64 47 33 31 32 25 22 22 25 32 31 33 47 64 70 90 101 83 84 67 32 31 18 20 16 12 10 6 7 2 4 2 
2 2 3 1 5 9 17 18 16 14 28 32 48 68 84 92 104 78 55 55 27 23 33 26 23 23 26 33 23 27 55 55 78 104 92 84 68 48 32 28 14 16 18 17 9 5 1 3 2 2 
2 0 2 4 3 12 9 8 7 19 20 35 51 68 81 95 84 64 56 47 46 37 34 29 28 28 29 34 37 46 47 56 64 84 95 81 68 51 35 20 19 7 8 9 12 3 4 2 0 2 
2 3 1 3 4 5 8 10 15 17 26 24 45 63 93 80 66 70 49 45 40 35 27 25 14 14 25 27 35 40 45 49 70 66 80 93 63 45 24 26 17 15 10 8 5 4 3 1 3 2 
2 0 1 1 1 6 7 11 10 12 17 29 34 48 72 91 89 71 54 41 45 43 31 30 27 27 30 31 43 45 41 54 71 89 91 72 48 34 29 17 12 10 11 7 6 1 1 1 0 2 
1 1 3 4 5 5 7 7 7 17 16 27 40 61 69 89 88 55 52 54 29 39 28 26 26 26 26 28 39 29 54 52 55 88 89 69 61 40 27 16 17 7 7 7 5 5 4 3 1 1 
1 3 1 1 8 6 5 8 7 20 18 29 39 47 70 103 102 80 58 53 37 34 16 27 14 14 27 16 34 37 53 58 80 102 103 70 47 39 29 18 20 7 8 5 6 8 1 1 3 1 
2 2 3 2 4 5 9 13 10 10 17 22 36 42 45 91 78 75 59 40 49 36 26 19 19 19 19 26 36 49 40 59 75 78 91 45 42 36 22 17 10 10 13 9 5 4 2 3 2 2 
0 2 2 2 3 3 4 7 19 11 22 14 34 31 60 79 85 63 44 41 37 30 27 24 13 13 24 27 30 37 41 44 63 85 79 60 31 34 14 22 11 19 7 4 3 3 2 2 2 0 
0 2 2 3 3 5 8 9 14 9 16 18 23 29 60 60 91 68 49 42 33 31 29 20 16 16 20 29 31 33 42 49 68 91 60 60 29 23 18 16 9 14 9 8 5 3 3 2 2 0 
1 2 2 4 4 4 6 14 10 7 12 18 26 42 73 62 76 65 39 40 37 35 25 25 18 18 25 25 35 37 40 39 65 76 62 73 42 26 18 12 7 10 14 6 4 4 4 2 2 1 
0 1 1 2 1 2 4 12 10 12 9 15 21 38 58 67 60 53 48 36 31 25 29 17 17 17 17 29 25 31 36 48 53 60 67 58 38 21 15 9 12 10 12 4 2 1 2 1 1 0 
0 0 4 1 5 3 12 11 12 16 19 21 22 42 48 80 81 61 50 50 37 19 19 19 17 17 19 19 19 37 50 50 61 81 80 48 42 22 21 19 16 12 11 12 3 5 1 4 0 0 
0 0 4 1 3 2 8 6 19 10 12 20 20 28 57 72 63 61 58 29 33 30 20 10 22 22 10 20 30 33 29 58 61 63 72 57 28 20 20 12 10 19 6 8 2 3 1 4 0 0 
1 1 2 3 0 4 7 9 16 11 9 13 26 43 42 64 57 62 50 34 32 25 23 20 15 15 20 23 25 32 34 50 62 57 64 42 43 26 13 9 11 16 9 7 4 0 3 2 1 1 
2 1 0 4 2 4 5 8 9 11 17 13 32 24 52 63 68 50 51 30 35 25 22 24 15 15 24 22 25 35 30 51 50 68 63 52 24 32 13 17 11 9 8 5 4 2 4 0 1 2 
1 4 1 3 1 4 6 9 8 11 12 14 26 43 47 63 61 50 43 44 23 23 23 11 18 18 11 23 23 23 44 43 50 61 63 47 43 26 14 12 11 8 9 6 4 1 3 1 4 1 
0 1 1 1 5 4 4 8 9 6 14 16 30 30 38 60 58 45 39 29 36 21 11 10 16 16 10 11 21 36 29 39 45 58 60 38 30 30 16 14 6 9 8 4 4 5 1 1 1 0 
1 0 1 2 2 4 5 7 8 12 14 21 21 30 35 45 47 41 31 20 28 25 17 11 17 17 11 17 25 28 20 31 41 47 45 35 30 21 21 14 12 8 7 5 4 2 2 1 0 1 
0 0 3 1 4 3 6 7 4 10 7 19 23 29 44 34 42 37 30 34 21 21 13 23 9 9 23 13 21 21 34 30 37 42 34 44 29 23 19 7 10 4 7 6 3 4 1 3 0 0 
