 12O 2plus1 JacobiT correlations

 50 x 50 matrix of 2d correlation, where bottom left is cosTheta=-1, Epp/Etotal = 0
 and top right is cosTheta=1, Epp/Etotal = 1
4 6 3 5 8 3 3 4 5 2 2 7 2 2 5 5 3 5 2 6 3 4 4 5 2 2 5 4 4 3 6 2 5 3 5 5 2 2 7 2 2 5 4 3 3 8 5 3 6 4 
32 29 19 21 22 21 21 19 31 25 22 20 29 25 23 21 24 22 28 19 31 27 16 21 23 23 21 16 27 31 19 28 22 24 21 23 25 29 20 22 25 31 19 21 21 22 21 19 29 32 
53 59 54 46 49 34 41 45 31 42 47 39 47 47 34 43 38 47 34 36 32 36 43 48 38 38 48 43 36 32 36 34 47 38 43 34 47 47 39 47 42 31 45 41 34 49 46 54 59 53 
65 60 55 57 72 67 75 71 65 57 59 60 53 68 38 46 39 63 65 56 51 62 49 53 58 58 53 49 62 51 56 65 63 39 46 38 68 53 60 59 57 65 71 75 67 72 57 55 60 65 
69 74 75 84 68 77 78 77 67 64 67 67 75 74 63 54 55 60 57 67 52 77 69 71 67 67 71 69 77 52 67 57 60 55 54 63 74 75 67 67 64 67 77 78 77 68 84 75 74 69 
37 68 69 67 88 81 83 100 79 90 68 76 86 73 92 68 78 80 66 84 70 54 94 71 79 79 71 94 54 70 84 66 80 78 68 92 73 86 76 68 90 79 100 83 81 88 67 69 68 37 
34 50 61 58 60 71 85 84 99 77 85 88 91 86 78 75 86 63 88 78 83 87 73 80 71 71 80 73 87 83 78 88 63 86 75 78 86 91 88 85 77 99 84 85 71 60 58 61 50 34 
31 28 37 54 50 64 82 71 85 90 70 73 80 77 96 77 69 76 78 81 76 78 76 98 63 63 98 76 78 76 81 78 76 69 77 96 77 80 73 70 90 85 71 82 64 50 54 37 28 31 
24 37 38 46 46 60 71 80 69 69 88 89 88 77 81 87 74 58 80 80 81 88 78 73 84 84 73 78 88 81 80 80 58 74 87 81 77 88 89 88 69 69 80 71 60 46 46 38 37 24 
11 20 28 30 35 47 55 50 73 75 78 96 94 88 94 77 79 73 59 84 77 60 79 90 93 93 90 79 60 77 84 59 73 79 77 94 88 94 96 78 75 73 50 55 47 35 30 28 20 11 
12 9 22 33 25 34 44 42 50 58 75 81 81 79 72 74 69 74 68 69 53 87 80 75 75 75 75 80 87 53 69 68 74 69 74 72 79 81 81 75 58 50 42 44 34 25 33 22 9 12 
10 10 20 21 30 25 46 36 47 55 70 73 80 65 85 76 65 66 75 67 65 70 73 88 86 86 88 73 70 65 67 75 66 65 76 85 65 80 73 70 55 47 36 46 25 30 21 20 10 10 
7 9 14 23 15 31 37 36 52 61 61 81 83 90 82 85 64 60 72 70 67 74 74 86 82 82 86 74 74 67 70 72 60 64 85 82 90 83 81 61 61 52 36 37 31 15 23 14 9 7 
5 6 9 12 14 32 14 32 50 68 54 81 70 79 80 70 81 81 62 66 71 76 64 58 66 66 58 64 76 71 66 62 81 81 70 80 79 70 81 54 68 50 32 14 32 14 12 9 6 5 
3 7 5 7 12 22 33 42 34 44 44 58 66 67 82 68 63 56 59 54 80 57 51 69 80 80 69 51 57 80 54 59 56 63 68 82 67 66 58 44 44 34 42 33 22 12 7 5 7 3 
2 4 11 4 14 27 24 24 36 40 46 60 69 74 69 77 80 81 78 61 51 73 71 72 70 70 72 71 73 51 61 78 81 80 77 69 74 69 60 46 40 36 24 24 27 14 4 11 4 2 
3 4 10 9 10 15 18 26 40 50 61 45 66 74 65 84 68 71 59 59 54 66 65 84 83 83 84 65 66 54 59 59 71 68 84 65 74 66 45 61 50 40 26 18 15 10 9 10 4 3 
0 1 2 6 10 15 23 26 33 41 46 53 72 74 61 68 61 81 70 55 50 73 50 63 74 74 63 50 73 50 55 70 81 61 68 61 74 72 53 46 41 33 26 23 15 10 6 2 1 0 
2 2 6 4 9 14 19 24 27 28 44 48 60 72 68 75 89 77 63 79 52 56 63 75 83 83 75 63 56 52 79 63 77 89 75 68 72 60 48 44 28 27 24 19 14 9 4 6 2 2 
