   298.1818  0.92996E-03
   301.8182  0.82399E-03
   305.4545  0.72864E-03
   309.0909  0.64304E-03
   312.7273  0.56633E-03
   316.3636  0.49775E-03
   320.0000  0.43656E-03
   323.6364  0.38208E-03
   327.2727  0.33368E-03
   330.9091  0.29077E-03
   334.5455  0.25282E-03
   338.1818  0.21933E-03
   341.8182  0.18983E-03
   345.4545  0.16392E-03
   349.0909  0.14121E-03
   352.7273  0.12134E-03
   356.3636  0.10402E-03
   360.0000  0.88936E-04
   363.6364  0.75845E-04
   367.2727  0.64510E-04
   370.9091  0.54719E-04
   374.5455  0.46286E-04
   378.1818  0.39042E-04
   381.8182  0.32837E-04
   385.4545  0.27536E-04
   389.0909  0.23022E-04
   392.7273  0.19189E-04
   396.3636  0.15945E-04
   400.0000  0.13207E-04
